,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,ME1 BM5,ME1 BM6,ME1 BM7,ME1 BM8,ME1 BM9,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME2 BM6,ME2 BM7,ME2 BM8,ME2 BM9,ME2 BM10,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME3 BM6,ME3 BM7,ME3 BM8,ME3 BM9,ME3 BM10,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,ME4 BM6,ME4 BM7,ME4 BM8,ME4 BM9,ME4 BM10,ME5 BM1,ME5 BM2,ME5 BM3,ME5 BM4,ME5 BM5,ME5 BM6,ME5 BM7,ME5 BM8,ME5 BM9,ME5 BM10,ME6 BM1,ME6 BM2,ME6 BM3,ME6 BM4,ME6 BM5,ME6 BM6,ME6 BM7,ME6 BM8,ME6 BM9,ME6 BM10,ME7 BM1,ME7 BM2,ME7 BM3,ME7 BM4,ME7 BM5,ME7 BM6,ME7 BM7,ME7 BM8,ME7 BM9,ME7 BM10,ME8 BM1,ME8 BM2,ME8 BM3,ME8 BM4,ME8 BM5,ME8 BM6,ME8 BM7,ME8 BM8,ME8 BM9,ME8 BM10,ME9 BM1,ME9 BM2,ME9 BM3,ME9 BM4,ME9 BM5,ME9 BM6,ME9 BM7,ME9 BM8,ME9 BM9,ME9 BM10,BIG LoBM,ME10 BM2,ME10 BM3,ME10 BM4,ME10 BM5,ME10 BM6,ME10 BM7,ME10 BM8,ME10 BM9,BIG HiBM,Year,Month
988,-17.1616,-11.0124,-17.2448,-15.5136,-15.2919,-14.9499,-13.9314,-13.9663,-16.6055,-20.9704,-12.8686,-10.7169,-5.6507,-12.9223,-8.5759,-14.3264,-11.659,-9.6779,-14.3921,-12.6086,-12.1383,-16.9439,-8.3593,-7.8862,-13.0834,-10.313,-9.3104,-11.4576,-17.9309,-17.2492,-6.9118,-10.9772,-13.61,-10.5766,-7.6484,-15.1499,-5.4016,-13.9535,-8.7871,-29.1533,-16.1742,-10.511,-10.324,-14.409,-12.7473,-12.3117,-5.8294,-9.2295,-17.4463,-11.5555,-14.9178,-7.7768,-10.4639,-6.604,-8.4278,-4.8157,-15.9323,-6.1837,0.7899,3.1338,-8.775,-10.1489,-10.3671,-11.7704,-6.2563,-14.3685,-6.5809,-7.832,-15.3023,-15.3448,-7.5255,-8.3537,-8.9096,-6.465,-9.9521,-3.1984,-5.6738,-11.7031,-16.2138,-22.0772,-11.3369,-14.4979,-6.0166,-10.5078,-11.0173,-5.6095,-7.7349,-11.2882,-33.8726,-17.4172,-9.4513,-0.9926,-5.6032,-1.7728,-3.1305,-11.4181,-8.9436,-21.0141,-16.5689,-99.99,2008,11
989,1.489,2.9442,8.37,5.4292,0.9608,5.0781,0.6439,2.1038,1.9133,-0.8204,7.5953,0.1192,5.1748,5.4245,7.8642,7.3627,5.5891,3.8932,6.7906,6.6194,3.9348,6.666,8.2601,2.4209,8.3722,7.6328,3.5669,9.7382,9.7965,6.502,6.5105,-0.262,4.7138,4.2465,5.3508,7.1405,4.0321,7.071,4.7844,3.7402,8.8841,4.0008,4.2019,10.6053,0.6682,-2.6442,-3.4289,2.2425,3.3601,19.0524,9.4402,4.6971,1.4199,1.5296,4.2182,3.8553,-0.2555,7.883,13.1766,7.9409,3.4412,5.1791,3.0156,1.7298,-0.8841,0.812,6.0938,5.6511,4.9573,5.1157,4.3132,4.6033,8.11,10.1285,-2.9051,6.7556,5.6431,-3.2283,1.837,-4.1175,-0.2982,5.2884,3.5236,7.8418,4.1909,-0.46,0.7313,0.3834,29.4436,1.6168,1.2707,1.4537,0.5253,0.1099,2.1704,-2.7428,-3.5298,-2.5227,2.2371,-99.99,2008,12
990,-5.8657,-0.7365,-4.3257,-4.703,-8.3475,-5.964,-10.7865,-10.3323,-9.5447,-13.033,-7.7912,-9.733,-10.327,-9.9975,-7.5287,-13.8976,-23.4933,-20.3188,-20.9767,-15.0613,-6.1633,-8.2346,-9.1401,-9.0753,-5.854,-10.4381,-9.3427,-14.7693,-17.1467,-17.0147,-6.2883,-7.2966,-6.4342,-5.0686,-6.4866,-18.0887,-13.1624,-17.0991,-18.4361,-21.5656,-12.049,-5.7441,-11.226,-7.4092,-9.1509,-11.9208,-7.1244,-11.4617,-12.9031,-27.5588,-2.4796,-7.5158,-9.6733,-6.6654,-8.0469,-5.1528,-8.1827,-8.9047,-20.1563,-13.3727,-2.8739,-4.9834,-2.6011,-11.6459,-5.829,-3.5097,-3.3742,-6.2926,-17.3774,-8.9127,-3.5446,-6.2128,-5.7754,-9.298,-7.6107,-8.6643,-7.7214,-18.4244,-16.5597,-21.0827,-5.9635,-3.8544,-3.3139,-1.7899,-6.6459,-8.2576,-8.7928,-14.3668,6.9171,-43.9056,-2.9318,-3.5406,-10.5612,-9.695,-13.3442,-7.4246,-7.5449,-32.2757,-13.3273,-99.99,2009,1
991,-11.6326,-15.2348,-15.8273,-12.8022,-14.0834,-12.473,-13.3078,-13.3368,-11.9824,-16.2348,-9.7156,-10.2064,-14.3527,-3.2623,-14.5236,-8.758,-16.1463,-14.0216,-13.8994,-20.2657,-10.9653,-7.743,-7.6504,-12.4243,-9.8127,-14.9377,-12.0707,-18.3498,-17.8786,-20.2263,-11.2066,-9.5833,-5.999,-10.2994,-7.8038,-12.9922,-13.5187,-14.7388,-16.3614,-29.5222,-9.872,-6.9582,-9.3768,-12.8477,-11.8708,-6.1306,-11.8952,-12.1401,-7.6572,-16.5769,-3.9865,-9.5075,-8.2812,-10.0602,-7.9562,-13.5313,-17.2327,-14.5874,-11.0097,-13.7722,-7.4517,-7.6134,0.5713,-19.4541,-10.8883,-11.5469,-13.4013,-16.1458,-15.3949,-6.3263,-4.8673,-7.5784,-9.0715,-11.0399,-5.7753,-14.7,-10.114,-16.4777,-14.2253,-7.7423,-7.5855,-7.1413,-7.475,-14.1212,-12.3199,-10.734,-13.0287,-12.782,-18.915,-23.0578,-4.1505,-9.8449,-10.2271,-9.0091,-10.9395,-14.7522,-16.1395,-27.1804,-10.9522,-99.99,2009,2
992,13.7696,4.634,7.5541,15.2048,11.4169,7.6289,11.0147,11.8956,6.5655,10.576,9.3416,15.0647,11.2966,10.3629,10.5623,11.6095,8.3227,3.3677,11.8997,13.8827,11.3186,8.4785,10.0639,7.8437,14.6611,6.5396,11.4724,7.98,9.3374,10.9248,7.537,8.8682,7.738,16.7844,9.3752,10.3074,7.6977,7.7346,12.5859,43.1843,10.152,9.9333,5.5496,10.2617,10.7551,13.0196,5.6067,7.0642,14.0021,25.59,8.4268,9.2391,11.6483,7.5082,9.0304,8.3124,12.2989,8.4252,6.2863,19.8365,8.7302,11.3803,13.6365,7.7927,12.0333,10.4913,8.5581,15.0681,10.6105,4.8645,8.4393,6.8605,9.8157,6.0872,7.1459,7.416,6.9668,8.9162,8.3891,17.1816,7.7501,11.8298,9.3098,6.2638,13.1543,3.8619,7.5107,7.2308,13.3617,-2.4995,9.9624,6.987,7.6596,8.626,8.83,10.5972,7.6712,25.5578,11.4067,-99.99,2009,3
993,14.3266,14.6435,19.6687,13.3221,16.0331,12.3922,14.7515,16.9114,15.6247,18.3218,23.353,17.0107,13.3074,17.9264,17.0683,17.5699,20.5601,18.3038,18.2925,22.7831,16.6024,20.3554,15.7707,18.0324,14.1562,16.674,18.2518,12.0927,15.5177,24.7784,12.6035,16.3177,18.5019,22.6011,13.4836,18.5981,14.8113,14.1078,8.7496,38.1024,19.2253,11.9277,17.43,22.6027,13.7634,15.1449,13.4561,19.703,21.3919,30.9116,9.7027,20.2377,20.9911,15.735,10.1534,17.3646,28.1933,6.4819,7.9847,7.3544,7.5213,14.6743,11.2329,22.8611,17.3141,16.7595,13.5202,11.0104,20.4215,32.2255,8.5647,16.0242,12.9061,15.4,18.3191,10.9074,22.6159,14.0209,13.7261,10.6878,18.7394,8.7471,8.7585,8.0319,27.1927,11.7829,14.4748,13.7015,17.2544,53.6269,6.8596,4.2963,8.2347,3.0369,9.7613,12.1957,10.0438,19.2757,18.9218,-99.99,2009,4
994,7.3625,14.0395,8.6112,14.1902,12.4699,9.677,9.6338,8.9665,5.9223,9.5077,4.9151,5.5643,0.9362,3.1408,4.3785,0.1728,0.3036,-0.4556,-1.9225,2.6421,3.1019,7.2557,0.7572,4.0135,3.5124,-0.1342,7.2367,-4.4449,1.8006,8.4568,2.6619,9.6329,2.2167,4.489,0.3831,4.2736,0.5731,3.5912,3.6237,10.5594,3.4728,1.6011,0.5833,2.6312,3.4806,3.0553,-2.4984,3.682,-2.6419,-1.0051,3.5968,5.1204,1.675,-0.6652,2.7667,3.0544,2.1313,3.6652,-1.0149,-2.8247,7.4526,3.7855,-0.7384,-3.3297,2.4521,4.7125,5.9834,10.8695,6.5877,-13.7885,2.359,3.9617,3.7442,3.7231,6.219,1.3884,14.5658,8.3067,4.9103,12.0821,5.7729,4.9405,7.449,7.5727,4.8476,1.4652,4.8693,0.1827,3.4923,28.3441,5.6187,4.0651,3.7753,9.1423,4.3119,7.2123,11.6001,7.5417,9.4329,-99.99,2009,5
995,8.7461,11.3786,8.0752,8.3446,4.2211,8.5732,4.7839,3.7213,3.3043,2.8718,4.678,8.3785,6.7471,1.194,5.4053,3.4185,2.1183,-0.9839,4.8202,2.0111,7.1756,1.4511,3.8335,5.7758,1.372,0.7343,-1.262,-2.8012,4.7198,2.5399,7.8513,7.3584,1.5851,-2.2598,-0.2349,1.4034,-0.3822,-3.7558,0.2111,-7.6773,8.387,1.9573,1.1917,3.6338,0.5315,-0.4433,0.1814,0.8198,-1.3848,0.1765,0.1305,0.2046,0.4434,-1.3298,-2.9583,-1.1706,2.2632,1.4817,0.9332,-0.9977,3.6792,1.5129,4.3831,-1.6253,1.404,-1.7717,-1.245,-1.5949,-1.4289,-1.3855,2.577,0.6312,0.473,-0.6738,-1.0114,-1.5751,-4.9591,2.7591,-0.4291,2.2751,-0.8273,0.9556,-1.5546,-2.2825,3.0551,2.6315,1.1544,1.5808,6.123,-8.7499,3.7981,0.7961,-1.563,-0.8149,0.407,-2.5186,-6.7153,2.8766,-3.2181,-99.99,2009,6
996,6.3791,9.8842,8.5643,7.5768,10.9286,10.2223,8.4801,8.4002,10.7988,14.015,7.9656,9.7876,5.5316,7.2805,6.928,10.842,11.9033,9.7679,14.0953,15.2739,4.2528,8.2219,7.3847,6.5407,10.1731,11.4891,10.933,10.8103,16.6505,20.9182,2.0582,10.345,6.7925,9.8834,9.8804,14.1603,11.8668,13.9698,9.4339,5.7635,4.8483,8.4072,7.7186,9.834,5.9692,16.1406,11.176,13.7898,12.2759,26.1942,9.1557,6.1309,11.5393,9.069,9.935,11.4666,12.685,12.4379,10.3255,13.7364,7.3874,5.3886,5.1638,9.3968,15.3039,6.6675,11.0552,9.9769,8.3758,16.5945,7.3205,10.5012,6.9246,9.0855,11.119,5.0311,7.656,14.7176,12.2231,10.8556,6.4858,8.75,7.535,11.3571,7.3238,8.1495,8.2052,11.0193,19.1118,-0.3971,5.2277,6.5101,9.5688,8.4237,8.6623,4.252,7.5157,9.4107,0.1403,8.5074,2009,7
997,4.9743,3.3121,-0.0297,0.1898,4.637,7.3961,3.6879,4.4512,6.3449,14.4544,2.7187,2.2169,1.0272,3.3703,2.6988,1.002,4.4941,4.4327,5.6932,14.6722,-1.8273,-1.0352,2.9902,-2.3442,-1.0346,4.1111,1.2658,3.5485,3.8097,10.9323,-1.6338,5.4042,1.5659,3.6483,1.7201,2.2168,3.2869,4.0816,9.3288,12.8749,-0.5747,1.7984,-0.0996,0.8709,3.9358,9.4266,4.4275,4.1663,16.1393,9.8692,1.9231,0.5599,2.8476,-0.483,3.4483,2.8096,4.5661,4.196,10.265,9.8647,0.9741,-2.4064,4.7451,5.3163,3.746,4.0662,8.7868,5.7563,4.4373,9.8932,4.8772,0.9321,3.2309,5.2627,0.123,2.7308,1.3634,7.4351,10.2335,32.8441,1.5024,2.4803,4.8312,4.4402,1.7105,2.0189,10.4029,5.0675,13.3692,-1.7743,0.5916,1.4578,3.3836,3.7772,2.3886,5.8412,6.8196,6.2312,1.614,21.462,2009,8
998,5.7458,7.848,10.4138,1.461,5.9335,-0.6955,8.4136,5.5444,2.6255,10.8109,3.9541,3.4864,5.657,5.9874,6.9274,5.1908,7.3813,6.2499,8.0529,13.1344,7.5022,10.2832,5.9616,10.7217,7.9023,6.5914,8.4823,6.4294,12.0894,8.0571,8.3973,5.9448,6.0769,7.2489,4.1446,4.8807,7.4334,4.693,5.125,4.6795,8.1985,5.281,1.823,3.4851,2.6696,6.5801,6.1523,7.5574,11.7778,5.6586,4.9303,7.7038,4.7726,4.8922,7.5509,10.4289,8.3545,9.0409,11.1329,1.9634,7.5491,5.6036,3.6887,5.4859,10.4269,6.0038,5.8958,4.0616,5.7907,12.7971,6.7986,6.5131,4.9474,8.8078,2.6053,5.3914,9.2901,1.5375,8.8958,9.3888,4.443,4.5786,5.1451,4.5923,7.2998,3.2794,4.9634,11.1144,4.1872,0.5475,3.7982,2.962,0.6285,5.3611,1.5329,1.586,6.6958,4.8235,6.6298,-2.9914,2009,9
999,-11.5948,-8.4032,-11.4614,-9.7585,-7.4573,-6.1187,-6.3776,-8.0545,-5.9896,-9.2349,-12.0731,-9.0048,-7.5779,-5.8021,-7.774,-4.8095,-10.6814,-7.1506,-7.5913,-12.3655,-5.8531,-7.0636,-5.455,-4.2452,-7.7407,-8.7273,-8.6277,-11.2705,-10.4393,-16.8896,-11.4587,-4.7561,-5.2311,-7.5019,-3.6066,-4.2591,-6.9631,-8.4652,-8.381,-6.9112,-7.1923,-4.1679,-5.4783,-3.648,-4.3162,-9.2553,-5.735,-6.3358,-9.1885,-13.3249,-7.2821,-3.0341,-3.2834,-1.6329,-5.8578,-4.8899,-5.4883,-5.7275,-11.7479,-6.7227,-2.8681,-3.1897,-3.5612,-5.6409,-2.6111,-3.5267,-9.9111,-5.9273,-3.8854,-8.4057,-5.0411,-5.0559,-1.4792,-1.4289,-5.1242,-5.8644,-4.8356,-4.9887,-4.0142,-10.6029,-2.0756,-2.0817,-5.4277,-2.1855,-1.0581,-3.0309,-1.551,-9.6067,-8.1596,-2.5864,0.9115,0.422,-0.1004,-2.6388,-0.4814,-4.0446,-3.4074,-3.702,4.1775,-14.8108,2009,10
